CustomerID,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status
17850,16679,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
17850,16680,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
17850,16681,20190101,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,2.05,6.5,Used
17850,16682,20190101,GGOEGAAB010516,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,5,17.53,6.5,Not Used
17850,16682,20190101,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Bags,1,16.5,6.5,Used
17850,16682,20190101,GGOEGBMJ013399,Sport Bag,Bags,15,5.15,6.5,Used
17850,16682,20190101,GGOEGDHC018299,Google 22 oz Water Bottle,Drinkware,15,3.08,6.5,Not Used
17850,16682,20190101,GGOEGDHG014499,Google Infuser-Top Water Bottle,Drinkware,15,10.31,6.5,Clicked
17850,16682,20190101,GGOEGDWC020199,Engraved Ceramic Google Mug,Drinkware,5,9.27,6.5,Used
13047,16682,20190101,GGOEGGOA017399,Maze Pen,Office,52,0.98,6.5,Used
13047,16682,20190101,GGOEGOFH020299,Galaxy Screen Cleaning Cloth,Office,31,1.99,6.5,Clicked
13047,16682,20190101,GGOEGOXQ016399,Badge Holder,Office,31,1.99,6.5,Clicked
13047,16682,20190101,GGOEYAAB031816,YouTube Men's Short Sleeve Hero Tee Black,Apparel,5,17.53,6.5,Used
13047,16684,20190101,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked
13047,16684,20190101,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Used
13047,16685,20190101,GGOEGAAR010714,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1,14.02,6.5,Used
13047,16685,20190101,GGOEGAEQ027913,Google Women's Short Sleeve Hero Tee White,Apparel,1,14.02,6.5,Clicked
13047,16685,20190101,GGOEGDWR015799,Red Shine 15 oz Mug,Drinkware,1,10.72,6.5,Not Used
13047,16687,20190101,GGOEGFQB013799,Compact Selfie Stick,Lifestyle,1,9.27,6.5,Clicked
13047,16687,20190101,GGOEGGOA017399,Maze Pen,Office,3,1.02,6.5,Used
13047,16687,20190101,GGOEGOAQ012899,Ballpoint LED Light Pen,Office,1,2.58,6.5,Not Used
13047,16687,20190101,GGOEGOAR021999,Color Changing Grip Pen,Office,3,1.55,6.5,Clicked
13047,16687,20190101,GGOEGOBG023599,Colored Pencil Set,Office,1,3.08,6.5,Used
13047,16687,20190101,GGOEGOLC013299,Spiral Notebook and Pen Set,Office,1,6.18,6.5,Clicked
13047,16688,20190101,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
13047,16689,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
12583,16692,20190101,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Office,1,2.47,102.79,Used
12583,16692,20190101,GGOEGDHC015299,23 oz Wide Mouth Sport Bottle,Drinkware,26,8.72,102.79,Clicked
12583,16692,20190101,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,1.64,102.79,Clicked
12583,16692,20190101,GGOEYFKQ020699,YouTube Custom Decals,Office,1,1.64,102.79,Clicked
12583,16692,20190101,GGOEYOCR078099,YouTube Spiral Journal with Pen,Notebooks & Journals,26,7.93,102.79,Not Used
12583,16693,20190101,GGOEGATB060415,Google Women's Quilted Insulated Vest Black,Apparel,1,61.89,6.5,Clicked
12583,16693,20190101,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Drinkware,1,15.67,6.5,Clicked
12583,16694,20190101,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used
12583,16695,20190101,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,16.5,6.5,Clicked
12583,16695,20190101,GGOEGAAL010615,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1,14.02,6.5,Clicked
12583,16695,20190101,GGOEGAEB027814,Google Women's Short Sleeve Hero Tee Black,Apparel,1,14.02,6.5,Used
12583,16695,20190101,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.67,6.5,Clicked
12583,16695,20190101,GGOEGAER029714,Google Women's Short Sleeve Hero Tee Red Heather,Apparel,1,15.67,6.5,Clicked
12583,16695,20190101,GGOEGAFJ036214,Google Men's Pullover Hoodie Grey,Apparel,1,42.91,6.5,Clicked
12583,16695,20190101,GGOEGAYC068324,Google Youth Short Sleeve T-shirt Royal Blue,Apparel,1,15.67,6.5,Clicked
12583,16695,20190101,GGOEGAYH068425,Google Youth Short Sleeve T-shirt Green,Apparel,1,15.67,6.5,Not Used
12583,16696,20190101,GGOEGBJR018199,Reusable Shopping Bag,Bags,3,2.89,6.5,Used
12583,16696,20190101,GGOEGFSR022099,Google Kick Ball,Lifestyle,1,1.64,6.5,Clicked
12583,16696,20190101,GGOEGHPA003010,Google Wool Heather Cap Heather/Navy,Headgear,1,20.62,6.5,Clicked
12583,16696,20190101,GGOEGKAA019299,Switch Tone Color Crayon Pen,Office,1,1.64,6.5,Used
13748,16696,20190101,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,1,1.24,6.5,Clicked
17850,16696,20190101,GGOEGPJR018999,7&quot; Dog Frisbee,Lifestyle,1,1.24,6.5,Used
17850,16696,20190101,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used
17850,16697,20190101,GGOEGAAJ073414,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,19.59,6.5,Clicked
17850,16697,20190101,GGOEWEBB082699,Waze Mobile Phone Vent Mount,Waze,1,7.21,6.5,Used
17850,16699,20190101,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Clicked
17850,16700,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
17850,16701,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
17850,16702,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
17850,16703,20190101,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Not Used
17850,16704,20190101,GGOEADHB014799,Android Glass Water Bottle with Black Sleeve,Drinkware,10,13.4,6.5,Clicked
17850,16704,20190101,GGOEADWQ015699,Android Rise 14 oz Mug,Drinkware,1,13.4,6.5,Clicked
17850,16704,20190101,GGOEGAPB058615,Google Women's Yoga Jacket Black,Apparel,1,108.31,6.5,Used
17850,16704,20190101,GGOEGBJC019999,Collapsible Shopping Bag,Bags,10,5.15,6.5,Clicked
17850,16704,20190101,GGOEGHPA002910,Google Trucker Hat,Headgear,10,22.69,6.5,Clicked
17850,16704,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,256.88,6.5,Used
17850,16704,20190101,GGOEYOBR078599,YouTube Luggage Tag,Fun,4,9.27,6.5,Used
17850,16706,20190101,GGOEGAAB010517,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1,14.02,6.5,Clicked
17850,16710,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,28.78,Clicked
15100,16712,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
17850,16713,20190101,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
17850,16715,20190101,GGOEYAFB073115,YouTube Men's Fleece Hoodie Black,Apparel,1,57.76,6.5,Used
17850,16716,20190101,GGOEGAAJ073415,Google Men's Short Sleeve Hero Tee Heather,Apparel,1,19.59,6.5,Clicked
17850,16716,20190101,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,2.05,6.5,Clicked
17850,16717,20190101,GGOEGBJR018199,Reusable Shopping Bag,Bags,4,3.61,6.5,Used
17850,16717,20190101,GGOEGDWC020199,Engraved Ceramic Google Mug,Drinkware,4,9.27,6.5,Clicked
17850,16719,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used
17850,16720,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
17850,16720,20190101,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
17850,16721,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
17850,16722,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
17850,16722,20190101,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used
17850,16723,20190101,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
17850,16723,20190101,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used
17850,16724,20190101,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
17850,16725,20190101,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
15291,16726,20190101,GGOEGAEC029114,Google Women's Short Sleeve Hero Tee Sky Blue,Apparel,1,15.67,6.5,Used
15291,16726,20190101,GGOEGAPB058214,Google Women's Lightweight Microfleece Jacket,Apparel,1,61.89,6.5,Clicked
17850,16727,20190101,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
17850,16731,20190101,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked
14688,16732,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
14688,16733,20190101,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
14688,16736,20190101,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
14688,16737,20190102,GGOEGHPJ080110,Google 5-Panel Cap,Headgear,2,19.59,6.5,Clicked
14688,16738,20190102,GGOEAKDH019899,Windup Android,Lifestyle,2,3.29,6.5,Clicked
14688,16739,20190102,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used
14688,16740,20190102,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,205.3,8.7,Used
14688,16740,20190102,GGOENEBQ081699,Nest Protect Smoke + CO White Battery Alarm - CA,Nest-Canada,3,107.29,8.7,Clicked
14688,16741,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
14688,16742,20190102,GGOEGBRD079699,25L Classic Rucksack,Backpacks,1,103.15,6.5,Clicked
14688,16742,20190102,GGOEGBRJ037299,Google Alpine Style Backpack,Bags,1,103.15,6.5,Used
14688,16742,20190102,GGOEGFKA022299,Keyboard DOT Sticker,Office,5,1.55,6.5,Not Used
14688,16742,20190102,GGOEGGOA017399,Maze Pen,Office,26,0.98,6.5,Not Used
14688,16742,20190102,GGOEGHPJ080010,Google French Terry Cap,Headgear,2,19.59,6.5,Clicked
14688,16742,20190102,GGOEGHPJ080110,Google 5-Panel Cap,Headgear,2,19.59,6.5,Used
14688,16743,20190102,GGOENEBQ081799,Nest Protect Smoke + CO White Wired Alarm - CA,Nest-Canada,3,107.29,8.7,Not Used
14688,16744,20190102,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,1,205.3,8.7,Clicked
14688,16745,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
14688,16747,20190102,GGOEGOAB021499,Metal Texture Roller Pen,Office,1,29.91,6.5,Clicked
17809,16747,20190102,GGOEGOBG023599,Colored Pencil Set,Office,1,3.08,6.5,Clicked
15311,16748,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used
15311,16749,20190102,GGOEGALP036317,Google Women's Long Sleeve Tee Lavender,Apparel,1,24.75,6.5,Not Used
15311,16749,20190102,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,2.05,6.5,Not Used
15311,16749,20190102,GGOEYFKQ020699,YouTube Custom Decals,Office,1,2.05,6.5,Used
15311,16750,20190102,GGOEGADB057316,Google Men's Lightweight Microfleece Jacket Black,Apparel,1,61.89,6.5,Not Used
15311,16751,20190102,GGOENEBB081499,Nest Cam Indoor Security Camera - CA,Nest-Canada,2,153.71,8.7,Used
15311,16751,20190102,GGOENEBJ081899,Nest Learning Thermostat 3rd Gen - CA - Stainless Steel,Nest-Canada,2,205.3,8.7,Clicked
15311,16752,20190102,GGOEGAEC033115,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,25.78,6.5,Clicked
15311,16753,20190102,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,Clicked
15311,16754,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used
15311,16755,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
15311,16756,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
15311,16758,20190102,GGOEGDHB071999,Google 40 oz Insulated Monster Bottle,Drinkware,1,28.05,6.5,Used
15311,16759,20190102,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Used
15311,16760,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used
15311,16761,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
15311,16762,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
15311,16763,20190102,GGOEGDWC020199,Engraved Ceramic Google Mug,Drinkware,1,9.27,20,Clicked
15311,16763,20190102,GGOEGOBG023599,Colored Pencil Set,Office,1,3.08,20,Used
15311,16763,20190102,GGOEGOCC017599,Recycled Paper Journal Set,Office,1,4.12,20,Used
15311,16763,20190102,GGOEGOCR017899,Recycled Paper Journal Set,Office,1,4.12,20,Used
15311,16764,20190102,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked
15311,16767,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
15311,16768,20190102,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,6,2.05,6.5,Not Used
15311,16768,20190102,GGOEGFKQ020799,Google Doodle Decal,Office,4,3.61,6.5,Clicked
15311,16768,20190102,GGOEGOAQ018099,Pen Pencil & Highlighter Set,Office,57,3.97,6.5,Clicked
15311,16769,20190102,GGOEGPJC019099,7&quot; Dog Frisbee,Lifestyle,6,1.24,6.5,Clicked
15311,16769,20190102,GGOEGPJC203399,Crunch Noise Dog Toy,Lifestyle,1,4.12,6.5,Clicked
15311,16769,20190102,GGOEGPXC023299,Google Collapsible Pet Bowl,Lifestyle,1,4.12,6.5,Clicked
15311,16770,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
15311,16772,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,3,122.77,6.5,Used
15311,16774,20190102,GGOEGAEC033114,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1,20.62,6.5,Clicked
15311,16774,20190102,GGOEGALJ036417,Google Women's Tee Grey,Apparel,1,19.8,6.5,Used
15311,16774,20190102,GGOEGAWR061050,Google Onesie Red/Graphite,Apparel,1,19.8,6.5,Clicked
15311,16774,20190102,GGOEGAXC065655,Google Toddler Hoodie Royal Blue,Apparel,1,31.35,6.5,Used
14527,16774,20190102,GGOEGAXJ065728,Google Toddler 1/4 Zip Fleece Pewter,Apparel,1,31.35,6.5,Clicked
16098,16774,20190102,GGOEGAXJ065755,Google Toddler 1/4 Zip Fleece Pewter,Apparel,1,31.35,6.5,Clicked
16098,16774,20190102,GGOEGAXL065928,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1,19.8,6.5,Not Used
16098,16774,20190102,GGOEGAXL065955,Google Toddler Raglan Shirt Blue Heather/Navy,Apparel,1,19.8,6.5,Clicked
16098,16774,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used
16098,16774,20190102,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used
16098,16776,20190102,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Clicked
16098,16777,20190102,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1,81.5,6.5,Not Used
16098,16777,20190102,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Used
16098,16778,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
16098,16779,20190102,GGOEAAWC062450,Android Infant Short Sleeve Tee Aqua,Apparel,1,14.02,6.5,Not Used
16098,16779,20190102,GGOEGAAJ080614,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,16.5,6.5,Not Used
16098,16779,20190102,GGOEGALQ034214,Google Women's Vintage Hero Tee White,Apparel,1,15.67,6.5,Clicked
15311,16779,20190102,GGOEGDHQ015399,26 oz Double Wall Insulated Bottle,Drinkware,1,20.62,6.5,Clicked
18074,16779,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
18074,16781,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
18074,16782,20190102,GGOEGOBC078699,Google Luggage Tag,Fun,1,7.42,6.5,Used
18074,16783,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
18074,16784,20190102,GGOEAAAB034914,Android BTTF Moonshot Graphic Tee,Apparel,1,20.62,6.5,Clicked
18074,16784,20190102,GGOEAAAJ032414,Android Men's Short Sleeve Tri-blend Hero Tee Grey,Apparel,1,19.59,6.5,Clicked
18074,16785,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
18074,16787,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
18074,16788,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
18074,16789,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
18074,16790,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
18074,16791,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
18074,16792,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
17420,16793,20190102,GGOEGAAJ080615,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1,20.62,6.5,Clicked
17420,16793,20190102,GGOEGAAR010715,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1,17.53,6.5,Not Used
17420,16794,20190102,GGOEGAWC062849,Google Infant Zip Hood Royal Blue,Apparel,1,31.35,6.5,Not Used
17420,16795,20190102,GGOEGHPB071610,Google Twill Cap,Apparel,1,11.34,6.5,Clicked
17420,16795,20190102,GGOEWFKA083299,Waze Mood Ninja Window Decal,Waze,1,2.05,6.5,Clicked
17420,16796,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
17420,16797,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Clicked
16029,16798,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used
16029,16798,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
16029,16799,20190102,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Not Used
16029,16800,20190102,GGOEAOBH078799,Android Luggage Tag,Fun,2,7.42,6.5,Not Used
16029,16801,20190102,GGOEGFSR022099,Google Kick Ball,Lifestyle,5,1.64,6.5,Clicked
16029,16801,20190102,GGOEYHPB072210,YouTube Twill Cap,Apparel,1,9.07,6.5,Clicked
16029,16802,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
16029,16802,20190102,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,5,81.5,6.5,Used
16250,16803,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Not Used
16250,16803,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4,153.71,6.5,Clicked
16250,16804,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used
16250,16804,20190102,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2,81.5,6.5,Not Used
16250,16805,20190102,GGOEYAQB073215,YouTube Women's Fleece Hoodie Black,Apparel,1,46.21,6.5,Clicked
16250,16806,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
16250,16808,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
16250,16809,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
16250,16811,20190102,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked
16250,16812,20190102,GGOEGBMB073799,Google Zipper-front Sports Bag,Bags,1,16.5,17.96,Clicked
16250,16812,20190102,GGOEGDHG082499,Google 25 oz Clear Stainless Steel Bottle,Google,1,11.54,17.96,Clicked
16250,16812,20190102,GGOEGFSR022099,Google Kick Ball,Lifestyle,1,1.64,17.96,Used
16250,16812,20190102,GGOEGHGH019699,Google Sunglasses,Lifestyle,1,2.89,17.96,Used
16250,16812,20190102,GGOEGHGT019599,Google Sunglasses,Lifestyle,1,2.89,17.96,Used
12431,16813,20190102,GGOEYAFB073114,YouTube Men's Fleece Hoodie Black,Apparel,1,46.21,6.5,Used
12431,16814,20190102,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Clicked
12431,16815,20190102,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2,122.77,6.5,Clicked
12431,16816,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used
12431,16817,20190102,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
12431,16817,20190102,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,3,81.5,6.5,Used
12431,16818,20190102,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Used
12431,16819,20190103,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Clicked
12431,16819,20190103,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1,81.5,6.5,Clicked
12431,16820,20190103,GGOEGADJ059714,Google Men's Quilted Insulated Vest Battleship Grey,Apparel,1,61.89,6.5,Clicked
12431,16820,20190103,GGOEYAEJ033516,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Apparel,1,28.88,6.5,Clicked
12431,16822,20190103,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3,102.13,6.5,Clicked
12431,16823,20190103,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4,153.71,6.5,Clicked
12431,16825,20190103,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
17511,16826,20190103,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
17511,16829,20190103,GGOEADWQ015699,Android Rise 14 oz Mug,Drinkware,1,10.72,6.5,Clicked
17511,16829,20190103,GGOEGBRJ037299,Google Alpine Style Backpack,Bags,1,82.52,6.5,Clicked
17511,16830,20190103,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Used
17511,16832,20190103,GGOEGADJ059413,Google Men's Microfiber 1/4 Zip Pullover Grey/Black,Apparel,1,61.89,6.5,Clicked
17511,16833,20190103,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1,153.71,6.5,Not Used
17511,16834,20190103,GGOEAFKQ020599,Android Sticker Sheet Ultra Removable,Office,1,2.47,6.5,Used
17511,16834,20190103,GGOEGALL074615,Google Women's Short Sleeve Badge Tee Navy,Apparel,1,14.02,6.5,Not Used
17511,16834,20190103,GGOEGAXC065255,Google Toddler Short Sleeve T-shirt Royal Blue,Apparel,1,14.02,6.5,Used
17511,16834,20190103,GGOEGAXH065330,Google Toddler Short Sleeve T-shirt Green,Apparel,1,14.02,6.5,Clicked
17511,16834,20190103,GGOEGFKQ020399,Google Laptop and Cell Phone Stickers,Office,1,1.64,6.5,Clicked
17511,16835,20190103,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1,122.77,6.5,Clicked
17511,16836,20190103,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2,153.71,6.5,Used
